id,created_at,updated_at,state,description,consultant_id,nonprofit_id,scheduled_for,time_slots,organization_id,conference_line_id,project_category_id,partner_organization_id,archived
1671,46:18.9,34:13.3,expired,"We have multiple needs for pro bono services including operations, finance, fundraising, and marketing. I would like to discuss the best ways to engage with Taproot for potentially multiple projects with very small staff and limited budget. Https://ChickTech.org is a national org going through massive shifts with new leadership where we need to stabilize as an org financially. ",,181101,,"{""2019-10-17 18:00:00"",""2019-10-17 19:00:00"",""2019-10-18 21:00:00"",""2019-10-24 18:00:00"",""2019-10-25 20:00:00"",""2019-10-25 21:00:00""}",3197,,16,,f
1703,55:48.5,56:17.5,expired,Annual Audit for the non-profit ,,180226,,"{""2019-10-28 13:00:00"",""2019-10-29 13:00:00"",""2019-10-30 13:00:00"",""2019-10-31 13:00:00"",""2019-11-01 13:00:00""}",8836,,1,,f
1678,54:58.5,21:03.4,cancelled,We are seeking advice in how to legally partner with other non profit organizations in order to expand our reach. We'd also like to know how quid pro quo works as well. Our organization services NYC agencies and we want to make sure we are doing things right (legally).,,150156,,"{""2019-10-21 15:00:00"",""2019-10-21 19:00:00"",""2019-10-22 14:00:00"",""2019-10-23 14:00:00"",""2019-10-23 18:00:00""}",4945,,2,,f
1676,32:52.2,21:33.2,cancelled,We are looking for advice in expansion and partnering with other organizations legally. We'd also like to know more about non-profits and quid pro quo. Our services have been requested often and we have a wait list but need advice on how to meet our goals legally.,,150156,,"{""2019-10-21 15:00:00"",""2019-10-21 19:00:00"",""2019-10-22 14:00:00"",""2019-10-23 14:00:00"",""2019-10-23 18:00:00""}",4945,,2,,f
1675,32:23.9,23:23.4,cancelled,We are looking for advice in expansion and partnering with other organizations legally. We'd also like to know more about non-profits and quid pro quo. Our services have been requested often and we have a wait list but need advice on how to meet our goals legally.,,150156,,"{""2019-10-21 15:00:00"",""2019-10-21 19:00:00"",""2019-10-22 14:00:00"",""2019-10-23 14:00:00"",""2019-10-23 18:00:00""}",4945,,2,,f
1681,50:21.2,50:21.2,draft,The Koats4Kids Program falls short of funding and because Infinite Hands Initiative is a small nonprofit that provides a service to families who undeserved I feel lack of effective grant writing is the culprit.  With your help I hope this matter can be fixed.,,181195,,"{""2019-10-22 16:00:00""}",8961,,4,,f
1684,13:40.7,13:40.7,draft,"We need to unify our brand and make it easy to understand. I would like to describe the current brand confusion and get help in how to best correct it. (US charity Pagus, Inc aka Pagus:Africa. In Ghana: Center for Achievement. As part of the confusion, our program in Ghana is unique and we need help to clarify with our supporters.",,153590,,"{""2019-10-21 20:00:00"",""2019-10-21 21:00:00"",""2019-10-22 18:00:00"",""2019-10-22 19:00:00"",""2019-10-23 19:00:00"",""2019-10-24 15:00:00"",""2019-10-24 16:00:00""}",5485,,11,,f
1685,13:48.0,13:48.0,draft,"We need to unify our brand and make it easy to understand. I would like to describe the current brand confusion and get help in how to best correct it. (US charity Pagus, Inc aka Pagus:Africa. In Ghana: Center for Achievement. As part of the confusion, our program in Ghana is unique and we need help to clarify with our supporters.",,153590,,"{""2019-10-21 20:00:00"",""2019-10-21 21:00:00"",""2019-10-22 18:00:00"",""2019-10-22 19:00:00"",""2019-10-23 19:00:00"",""2019-10-24 15:00:00"",""2019-10-24 16:00:00""}",5485,,11,,f
1686,30:34.1,30:34.1,draft,I am looking for help with developing a marketing plan as well a digital marketing strategy. I ,,181259,,"{""2019-10-21 21:00:00"",""2019-10-22 21:00:00"",""2019-10-23 15:00:00"",""2019-10-24 15:00:00"",""2019-10-24 21:00:00"",""2019-10-25 15:00:00"",""2019-10-25 21:00:00""}",8969,,10,,f
1687,39:54.6,49:19.6,pending,"I am looking for help with developing a marketing plan as well a digital marketing strategy for Gorton Community Center. I have experience in graphic designer and strategy and less in traditional marketing. Gorton is a nonprofit providing a wide range of classes, events, film and room rentals in our historic building as well as a childcare center. ",,181259,,"{""2019-10-21 21:00:00"",""2019-10-22 21:00:00"",""2019-10-23 15:00:00"",""2019-10-24 15:00:00"",""2019-10-24 21:00:00"",""2019-10-25 15:00:00"",""2019-10-25 21:00:00""}",8969,,10,,f
1688,37:11.0,02:28.8,expired,"We are in the process of rebranding and, as part of that process, want to give our website a fresh, new look. We need to ensure our website speaks to key stakeholders and clearly conveys our programs, services, and scope of our work. We also want to showcase both the spirit and impact of the work that we do on our website. Can you help us structure this opportunity to maximize your resource?",,181283,,"{""2019-10-24 17:00:00"",""2019-10-24 18:00:00"",""2019-10-25 18:00:00"",""2019-10-25 23:00:00"",""2019-10-29 20:00:00"",""2019-10-29 23:00:00""}",8972,,19,,f
1679,25:41.5,05:02.0,expired,"A donor has agreed to make a $25,000 donation to start an endowment fund. Most of the terms have already been agreed to, but we would like help creating a formal donor agreement for this. Although we already have similar donor-specified endowments, they were established many years ago, and we do not have any formal agreements on which to model this. ",,119472,,"{""2019-10-21 16:00:00"",""2019-10-21 17:00:00"",""2019-10-21 18:00:00"",""2019-10-21 19:00:00"",""2019-10-21 20:00:00"",""2019-10-22 15:00:00"",""2019-10-22 16:00:00"",""2019-10-22 17:00:00"",""2019-10-23 16:00:00"",""2019-10-23 17:00:00""}",3846,,1,,f
1683,13:04.6,08:38.3,expired,"We need to unify our brand and make it easy to understand. I would like to describe the current brand confusion and get help in how to best correct it. (US charity Pagus, Inc aka Pagus:Africa. In Ghana: Center for Achievement. As part of the confusion, our program in Ghana is unique and we need help to clarify with our supporters.",,153590,,"{""2019-10-21 20:00:00"",""2019-10-21 21:00:00"",""2019-10-22 18:00:00"",""2019-10-22 19:00:00"",""2019-10-23 19:00:00"",""2019-10-24 15:00:00"",""2019-10-24 16:00:00""}",5485,,11,,f
1660,24:04.1,08:39.6,expired,"Looking for graphic designer to help develop compelling visuals and messaging for flyers, invitations, website, and program for our 2020 Benefit and Awards Dinner. The organization, Rebuilding Alliance, is a non-profit dedicated to advancing equal rights for the Palestinian people and providing humanitarian aid (www.rebuildingalliance.org). ",,180509,,"{""2019-10-21 20:00:00"",""2019-10-21 21:00:00"",""2019-10-23 20:00:00"",""2019-10-23 21:00:00"",""2019-10-24 20:00:00""}",4038,,14,,f
1677,34:25.0,08:39.7,expired,"SOCOBA is looking for a skilled volunteer to complete a holistic Strategic Marketing Plan. I am looking for someone who can help define exactly what this means for our organization, and to assist in designing a future volunteer job description that can be posted with TapRoot+.",,158577,,"{""2019-10-21 20:00:00"",""2019-10-23 20:00:00"",""2019-10-24 20:00:00""}",6259,,10,,f
1680,34:00.6,11:51.5,expired,We need help to get traffic to our site. We have community host who have already posted events on the site and have held events for the community. We are trying to figure out how to get the local community more engaged with the site. We also need ideas for more events to engage the community.,,179192,,"{""2019-10-18 16:00:00"",""2019-10-18 17:00:00"",""2019-10-18 18:00:00"",""2019-10-23 15:00:00"",""2019-10-23 16:00:00"",""2019-10-23 17:00:00"",""2019-10-25 16:00:00"",""2019-10-25 17:00:00"",""2019-10-25 18:00:00""}",8688,,10,,f
1682,51:18.8,00:28.9,completed,"We want to write an effective Taproot proposal for help with some technical issues including SEO, transactional emails & texts, website content refinement, google analytics & adwords. Our website, which we upgraded about a year ago with the help of the Oakland company Flipcause, is www.abetterwayinc.net. ",4263,181193,10/30/19 16:00,"{""2019-10-28 21:00:00"",""2019-10-29 16:00:00"",""2019-10-29 17:00:00"",""2019-10-29 18:00:00"",""2019-10-29 19:00:00"",""2019-10-30 16:00:00""}",3449,2,10,,f
1674,39:37.3,10:25.0,cancelled,"Fundings for a 501c3 childcare center
To offer more educational resources for the children and parents.
To sponsor educational field trips for all students.
To be able to offer affordable childcare for working parents that's a little over the state income guideline.
",,180937,,"{""2019-10-28 14:00:00"",""2019-10-29 15:00:00"",""2019-10-30 16:00:00""}",8952,,6,,f
1691,39:44.0,39:47.8,pending,"Our charity has a local for-profit business that has committed to donating 100% of its profits to us. We would like assistance devising a marketing strategy that co-brands our charity with our patron for profit business and lets customers know that every purchase at our for-profit partner benefits our philanthropic efforts. 
",,179511,,"{""2019-10-22 16:00:00"",""2019-10-22 17:00:00"",""2019-10-24 14:00:00"",""2019-10-24 15:00:00"",""2019-10-24 17:00:00"",""2019-10-24 18:00:00"",""2019-10-25 17:00:00""}",8834,,10,,f
1753,34:53.4,33:39.0,expired,Reorganizing our website to A) streamline purchasing of various products and potentially include add-ons in the purchasing process and B) ensure the website is user-friendly and organized.,,179606,,"{""2019-11-07 14:00:00"",""2019-11-07 15:00:00"",""2019-11-07 19:00:00"",""2019-11-08 17:00:00"",""2019-11-08 18:00:00"",""2019-11-08 19:00:00"",""2019-11-12 15:00:00"",""2019-11-12 16:00:00"",""2019-11-12 17:00:00""}",8738,,20,,f
1713,19:28.2,36:04.5,expired,Finding HIPAA-Compliant Member Management Software,,181399,,"{""2019-11-05 20:00:00"",""2019-11-06 17:00:00"",""2019-11-08 19:00:00"",""2019-11-08 22:00:00"",""2019-11-08 23:00:00"",""2019-11-11 18:00:00"",""2019-11-12 20:00:00"",""2019-11-14 19:00:00"",""2019-11-15 18:00:00"",""2019-11-18 17:00:00""}",8988,,17,,f
1813,20:54.3,01:15.5,expired,"Said volunteer needs to be able to know the proper knowledge of making sure that the  business plan is proper for the mission.

Also make sure they have the years of experience in enhancing a business platform for the business purpose in general.

Able to help a new Non Profit with proficiency  in order for the to reach their goal 

",,169666,,"{""2019-11-25 14:00:00"",""2019-11-26 14:00:00"",""2019-11-27 14:00:00""}",7366,,2,,f
1696,13:20.2,13:20.2,draft,"We would like back-end code assistance increasing website speed and performance for www.razorcake.org. We are on WordPress and, by using analytics through Pingdom.com and GTMetrix.com, we are advised to ""Optimize Word Press, ""Use a CDN,"" ""enable compression,"" ""combine images using CSS sprites,"" ""Defer parsing on JavaScript,"" among other things which is beyond our skill set.",,179961,,"{""2019-11-04 18:00:00"",""2019-11-04 19:00:00"",""2019-11-05 18:00:00"",""2019-11-05 19:00:00"",""2019-11-07 18:00:00"",""2019-11-07 19:00:00""}",8803,,19,,f
1698,25:26.4,25:30.1,pending,"I am in need of assistance with developing/designing a program that will aid families through traumatic life situations that will give them hope. This program design will help with college processes, losing a family member, coping with PTSD, ADHD, anxiety,homelessness,  financial guidance, Auto repair resolve, coping with identity theft,sex/human trafficking etc.",,181358,,"{""2019-10-23 13:00:00"",""2019-10-24 14:00:00"",""2019-10-25 13:00:00"",""2019-10-28 13:00:00"",""2019-10-29 13:00:00"",""2019-10-30 13:00:00"",""2019-10-31 13:00:00"",""2019-11-01 13:00:00""}",8985,,5,,f
1694,35:40.8,46:38.4,cancelled,"I need to know if it's possible to get ongoing help with filing the annual IRS 990 form and some other QuickBooks help, or if Taproot Plus only connects non-profits with support personnel for a limited time. ",,179808,,"{""2019-10-22 20:00:00"",""2019-10-24 19:00:00"",""2019-10-24 20:00:00"",""2019-10-25 16:00:00"",""2019-10-25 19:00:00""}",8777,,1,,f
1695,36:01.4,46:38.4,cancelled,"I need to know if it's possible to get ongoing help with filing the annual IRS 990 form and some other QuickBooks help, or if Taproot Plus only connects non-profits with support personnel for a limited time. ",,179808,,"{""2019-10-22 20:00:00"",""2019-10-24 19:00:00"",""2019-10-24 20:00:00"",""2019-10-25 16:00:00"",""2019-10-25 19:00:00""}",8777,,1,,f
1700,14:00.8,14:00.8,draft,"We are seeking to build our Committees especially  Operations (HR, Data base) Communications (website design and maintenance, facebook maintenance, copy editing, planning) Development (coaching)
  ",,181406,,"{""2019-10-24 14:00:00"",""2019-10-24 21:00:00"",""2019-10-25 21:00:00"",""2019-10-28 19:00:00"",""2019-10-28 21:00:00""}",8987,,12,,f
1701,15:44.9,15:44.9,applied,"We are seeking to build our Committees especially  Operations (HR, Data base) Communications (website design and maintenance, facebook maintenance, copy editing, planning) Development (coaching)
  ",,181406,,"{""2019-10-24 14:00:00"",""2019-10-24 21:00:00"",""2019-10-25 21:00:00"",""2019-10-28 19:00:00"",""2019-10-28 21:00:00""}",8987,,12,,f
1702,17:31.1,17:31.1,applied,"We are seeking to build our Committees especially  Operations (HR, Data base) Communications (website design and maintenance, facebook maintenance, copy editing, planning) Development (coaching)
  ",,181406,,"{""2019-10-24 14:00:00"",""2019-10-24 21:00:00"",""2019-10-25 21:00:00"",""2019-10-28 19:00:00"",""2019-10-28 21:00:00""}",8987,,12,,f
1707,43:30.8,43:30.8,draft,"We are looking for advice regarding a staff development plan including board members, volunteer coordinator, fundraising coordinator, project manager, accountant/bookkeeper, copy righter/bloggers. The company has 2 years since it was founded. Our productivity is very low because of the branding and staff development issues.There is only one member active  in the board. ",,154518,,"{""2019-10-28 16:00:00"",""2019-10-29 20:00:00"",""2019-10-30 19:00:00""}",5641,,9,,f
1692,08:08.7,53:48.0,cancelled,We are in the process of constructing a pitch deck to present our mission and goals to potential donors or sponsors. We need to be able to communicate clearly to others how we will positively impact the world in a unique way.  We also need to show how we are different from other community-focused nonprofits.,,181281,,"{""2019-10-22 22:00:00"",""2019-10-22 23:00:00"",""2019-10-24 18:00:00"",""2019-10-24 19:00:00"",""2019-10-24 20:00:00"",""2019-10-25 22:00:00"",""2019-10-25 23:00:00""}",8971,,11,,f
1704,54:36.2,57:40.1,expired,"Circle of Bees has completed our core project in Davis and plans to repeat in Sacramento, on a much larger scale. We need help with our growth strategy including fundraising, membership, administrative capacity, studio building, and our living classroom project.",,166848,,"{""2019-10-25 20:00:00"",""2019-10-25 21:00:00"",""2019-10-25 22:00:00"",""2019-10-25 23:00:00"",""2019-10-26 00:00:00"",""2019-10-28 20:00:00"",""2019-10-28 21:00:00"",""2019-10-28 22:00:00"",""2019-10-28 23:00:00"",""2019-10-29 00:00:00""}",6995,,3,,f
